"Codi d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ causa vianant","Descripci¢ tipus de vehicle","Descripci¢ model","Descripci¢ marca","Descripci¢ color","Descripci¢ carnet","Antiguitat carnet","Coordenada UTM (Y)","Coordenada UTM (X)"
2013S005890,3,Sants-Montju‹c,16,"la Bordeta",169409,"Corts Catalanes","0149 0151",Dimecres,Dc,Laboral,2013,8,Agost,14,12,"No ‚s causa del  vianant",Turismo,GOLF,VOLKSWAGEN,Vermell,B,11,"4579972,14","427911,74"
2013S006028,6,Gr…cia,28,"Vallcarca i els Penitents",230000,"Mare de D‚u del Coll","0027 0027",Dijous,Dj,Laboral,2013,8,Agost,22,10,"No ‚s causa del  vianant",Turismo,C4,CITROEN,Blanc,Desconegut,Desconegut,"4585378,43","428646,61"
2013S006030,2,Eixample,6,"la Sagrada Fam¡lia",350308,ValŠncia,"0479 0483",Dijous,Dj,Laboral,2013,8,Agost,22,11,"No ‚s causa del  vianant",Turismo,SCENIC,RENAULT,Negre,Desconegut,Desconegut,"4584165,4","431431,26"
2013S006723,10,"Sant Mart¡",71,"Proven‡als del Poblenou",701414,C-31,20830000,Diumenge,Dg,Laboral,2013,9,Setembre,22,21,"No ‚s causa del  vianant",Furgoneta,TRANSIT,FORD,Blanc,B,7,"4585808,01","433936,57"
2013S006725,5,"Sarri…-Sant Gervasi",24,"les Tres Torres",51500,Bu‹gas,"0003 0003",Diumenge,Dg,Laboral,2013,9,Setembre,22,21,"Creuar per fora pas de vianants",Turismo,118,BMW,Negre,B,31,"4583008,19","427283,19"
2013S006859,4,"Les Corts",20,"la Maternitat i Sant Ramon",343903,Corts,"0082 0082",Divendres,Dv,Laboral,2013,9,Setembre,27,20,"No ‚s causa del  vianant",Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581395,14","426777,79"
2013S006861,1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)",880000,Divendres,Dv,Laboral,2013,9,Setembre,27,20,"No ‚s causa del  vianant","Cami¢n <= 3,5 Tm",Daily,"IVECO FIAT",Blanc,C,18,"4582277,95","432826,97"
2013S006866,9,"Sant Andreu",60,"Sant Andreu",700987,Modernitat,"0001 0001",Dissabte,Ds,Laboral,2013,9,Setembre,28,11,"No ‚s causa del  vianant",Taxi,Altea,SEAT,Altres,BTP,3,"4588801,74","432625,37"
2013S006867,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,"0131 0131",Dissabte,Ds,Laboral,2013,9,Setembre,28,13,"No ‚s causa del  vianant",Turismo,C2,CITROEN,Vermell,B,24,"4582977,62","429621,96"
2013S006992,5,"Sarri…-Sant Gervasi",24,"les Tres Torres",28000,Augusta,"0257 0257",Dijous,Dj,Laboral,2013,10,Octubre,3,11,"No ‚s causa del  vianant",Turismo,S40,VOLVO,Blanc,B,21,"4583469,01","427573,55"
2013S006995,2,Eixample,9,"la Nova Esquerra de l'Eixample",245802,Par¡s,"0002 0002",Dijous,Dj,Laboral,2013,10,Octubre,3,10,"No ‚s causa del  vianant",Turismo,LEON,SEAT,Vermell,B,6,"4582142,88","428441,19"
2013S005930,2,Eixample,5,"el Fort Pienc",209900,Meridiana,"0047 0047",Divendres,Dv,Laboral,2013,8,Agost,16,16,"No ‚s causa del  vianant",Turismo,CLIO,RENAULT,Blau,Desconegut,Desconegut,"4583490,85","432107,28"
2013S006062,10,"Sant Mart¡",70,"el Bes•s i el Maresme",253800,Perpiny…,"0019 0019",Dilluns,Dl,Laboral,2013,9,Setembre,2,15,"No ‚s causa del  vianant",Turismo,A4,AUDI,Gris,Desconegut,Desconegut,"4585723,28","434544,19"
2013S000826,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"0054 0054",Dissabte,Ds,Laboral,2013,2,Febrer,2,21,"No ‚s causa del  vianant",Turismo,320,BMW,Gris,B,12,"4582380,85","429860,95"
2013S005485,3,Sants-Montju‹c,12,"la Marina del Prat Vermell",222206,Motors,"0021 0021",Dissabte,Ds,Laboral,2013,7,Juliol,27,6,"No ‚s causa del  vianant",Turismo,A3,AUDI,Negre,B,8,"4577764,55","427359,41"
2013S005619,2,Eixample,7,"la Dreta de l'Eixample",350308,ValŠncia,"0283 0283",Dijous,Dj,Laboral,2013,8,Agost,1,12,"No ‚s causa del  vianant",Motocicleta,"SH 150",HONDA,Gris,A,11,"4583132,29","430374,46"
2013S005623,10,"Sant Mart¡",73,"la Verneda i la Pau",318906,Santander,"0063 0063",Dijous,Dj,Laboral,2013,8,Agost,1,13,"No ‚s causa del  vianant",Turismo,INDICA,TATA,Blanc,B,40,"4586875,02","433490,77"
2013S005754,5,"Sarri…-Sant Gervasi",26,"Sant Gervasi - Galvany",173304,"Johann Sebastian Bach","0030 0030",Dimecres,Dc,Laboral,2013,8,Agost,7,11,"No ‚s causa del  vianant",Turismo,GOLF,VOLKSWAGEN,Desconegut,B,57,"4583380,22","428260,52"
2013S007364,8,"Nou Barris",50,"les Roquetes",186408,Llobera,"0115 0115",Dimecres,Dc,Laboral,2013,10,Octubre,16,23,"No ‚s causa del  vianant",Furgoneta,BERLINGO,CITROEN,Desconegut,Desconegut,Desconegut,"4589232,42","431301,5"
2013S005330,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",700813,"Doctor Aiguader",0023X0023X,Diumenge,Dg,Laboral,2013,7,Juliol,21,20,"No ‚s causa del  vianant",Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581817,55","432156,64"
2013S005336,7,Horta-Guinard¢,43,Horta,235503,Porto,"0024 0026",Dilluns,Dl,Laboral,2013,7,Juliol,22,9,"No ‚s causa del  vianant",Turismo,A3,AUDI,Blau,B,5,"4587066,67","429636,07"
2013S006051,10,"Sant Mart¡",67,"la Vila Ol¡mpica del Poblenou",700662,"Salvador Espriu","0083 0083",Divendres,Dv,Laboral,2013,8,Agost,23,10,"No ‚s causa del  vianant",Motocicleta,Desconegut,KYMCO,Gris,A,4,"4582769,73","433262,9"
2013S000672,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0308 0308",Dilluns,Dl,Laboral,2013,1,Gener,28,12,"No ‚s causa del  vianant",Turismo,STRATUS,CHRYSLER,Gris,B,11,"4583090,89","430561,98"
2013S000811,5,"Sarri…-Sant Gervasi",26,"Sant Gervasi - Galvany",222501,Moi…,"0018 0018",Dissabte,Ds,Laboral,2013,2,Febrer,2,3,"No ‚s causa del  vianant",Motocicleta,"X Max",YAMAHA,Gris,A,3,"4583141,62","429136,94"
2013S000811,5,"Sarri…-Sant Gervasi",26,"Sant Gervasi - Galvany",222501,Moi…,"0018 0018",Dissabte,Ds,Laboral,2013,2,Febrer,2,3,"No ‚s causa del  vianant",Taxi,Altea,SEAT,Groc,BTP,7,"4583141,62","429136,94"
2013S000812,1,"Ciutat Vella",2,"el Barri G•tic",82901,Colom,"0013 0013",Dissabte,Ds,Laboral,2013,2,Febrer,2,6,"No ‚s causa del  vianant",Ciclomotor,"SH 50",HONDA,Negre,LlicŠncia,17,"4581441,75","431569,06"
2013S000815,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",119003,"Fabra i Puig","0097 0097",Dissabte,Ds,Laboral,2013,2,Febrer,2,12,"No ‚s causa del  vianant",Turismo,CORSA,OPEL,Blau,B,8,"4587027,91","431783,95"
2013S000943,4,"Les Corts",19,"les Corts",66508,"Carles III",0158X0158X,Dijous,Dj,Laboral,2013,2,Febrer,7,4,"No ‚s causa del  vianant",Turismo,LEON,SEAT,Negre,B,12,"4582851,84","427353,94"
2013S000944,4,"Les Corts",19,"les Corts",144601,Diagonal,"0527 0527",Dijous,Dj,Laboral,2013,2,Febrer,7,7,"No ‚s causa del  vianant",Motocicleta,"UH 125",SUZUKI,Blanc,B,26,"4582711,17","428092,34"
2013S000948,10,"Sant Mart¡",69,"Diagonal Mar i el Front Mar¡tim del Poblenou",144601,Diagonal,0078X0078X,Dijous,Dj,Laboral,2013,2,Febrer,7,10,"No ‚s causa del  vianant",Motocicleta,"SH 150",HONDA,Negre,A,11,"4584698,58","434051,88"
2013S005892,2,Eixample,7,"la Dreta de l'Eixample",247659,"Pau Claris","0162 0164",Dimecres,Dc,Laboral,2013,8,Agost,14,14,"No ‚s causa del  vianant",Furgoneta,VIANO,MERCEDES,Negre,B,9,"4583137,75","430241,68"
2013S005894,2,Eixample,9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell","0173 0173",Dimecres,Dc,Laboral,2013,8,Agost,14,14,"No ‚s causa del  vianant",Turismo,MICRA,NISSAN,Verd,B,48,"4582489,73","428968,98"
2013S006195,3,Sants-Montju‹c,18,Sants,207406,"Melcior de Palau","0076 0078",Dilluns,Dl,Laboral,2013,9,Setembre,2,14,"No ‚s causa del  vianant",Furgoneta,VIVARO,OPEL,Blanc,B,2,"4581483,78","427753,02"
2013S006323,3,Sants-Montju‹c,13,"la Marina de Port",169409,"Corts Catalanes","0120 0126",Divendres,Dv,Laboral,2013,9,Setembre,6,15,"No ‚s causa del  vianant",Taxi,Altea,SEAT,Altres,BTP,2,"4579679,35","427709,7"
2013S006324,2,Eixample,7,"la Dreta de l'Eixample",74506,Catalunya,"0074 0074",Divendres,Dv,Laboral,2013,9,Setembre,6,15,"No ‚s causa del  vianant",Motocicleta,SYMPHONY,SYM,Gris,B,5,"4582836,31","430055,9"
2013S006326,10,"Sant Mart¡",66,"el Parc i la Llacuna del Poblenou",225500,N…pols,"0021 0021",Divendres,Dv,Laboral,2013,9,Setembre,6,16,"No ‚s causa del  vianant",Turismo,QASHQAI,NISSAN,Blanc,B,37,"4582739,16","431898,13"
2013S006326,10,"Sant Mart¡",66,"el Parc i la Llacuna del Poblenou",225500,N…pols,"0021 0021",Divendres,Dv,Laboral,2013,9,Setembre,6,16,"No ‚s causa del  vianant",Motocicleta,"TWEET 125",PEUGEOT,Negre,A1,3,"4582739,16","431898,13"
2013S006327,3,Sants-Montju‹c,12,"la Marina del Prat Vermell",222206,Motors,"0040 0040",Divendres,Dv,Laboral,2013,9,Setembre,6,17,"No ‚s causa del  vianant",Turismo,307,PEUGEOT,Negre,B,10,"4577864,82","427707,33"
2013S006463,9,"Sant Andreu",63,Navas,86108,"Concepci¢n Arenal",0062B0062B,Dijous,Dj,Laboral,2013,9,Setembre,12,20,"No ‚s causa del  vianant",Motocicleta,"Sport City",APRILIA,Negre,A,17,"4586131,61","431909,98"
2013S006464,9,"Sant Andreu",59,"el Bon Pastor",701265,"Litoral (Bes•s)",180000,Dijous,Dj,Laboral,2013,9,Setembre,12,20,"No ‚s causa del  vianant",Furgoneta,CADDY,VOLKSWAGEN,Gris,B,27,"4587900,48","433996,6"
2013S006596,6,Gr…cia,30,"la Salut",344000,Dalt,0039X0049X,Dimecres,Dc,Laboral,2013,9,Setembre,18,14,"No ‚s causa del  vianant",Taxi,C8,CITROEN,Altres,BTP,4,"4584727,59","429350,65"
2013S006597,2,Eixample,6,"la Sagrada Fam¡lia",144601,Diagonal,"0306 0308",Dimecres,Dc,Laboral,2013,9,Setembre,18,12,"No ‚s causa del  vianant","Cami¢n <= 3,5 Tm","ATLEON 110",NISSAN,Blanc,B,9,"4583953,92","431708,05"
2013S000034,2,Eixample,10,"Sant Antoni",363809,Villarroel,"0003 0003",Dimecres,Dc,Laboral,2013,1,Gener,2,20,"No ‚s causa del  vianant",Motocicleta,"XC 125",YAMAHA,Altres,B,27,"4581543,02","430088,84"
2013S000037,1,"Ciutat Vella",1,"el Raval",275450,"Raquel Meller","9999 9999",Dijous,Dj,Laboral,2013,1,Gener,3,10,"No ‚s causa del  vianant",Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4580940,48","430685,26"
2013S005747,10,"Sant Mart¡",64,"el Camp de l'Arpa del Clot",90502,C•rsega,"0707 0707",Dimecres,Dc,Laboral,2013,8,Agost,7,10,"No ‚s causa del  vianant",Ciclomotor,"VITALITE 50",KYMCO,Negre,B,3,"4585111,68","431624,55"
2013S006198,2,Eixample,7,"la Dreta de l'Eixample",100800,Diputaci¢,"0252 0252",Dilluns,Dl,Laboral,2013,9,Setembre,2,17,"No ‚s causa del  vianant",Motocicleta,"UH 125",SUZUKI,Negre,B,15,"4582497,95","430333,88"
2013S006204,5,"Sarri…-Sant Gervasi",25,"Sant Gervasi - la Bonanova",139805,Ganduxer,"0136 0136",Dimarts,Dm,Laboral,2013,9,Setembre,3,7,"No ‚s causa del  vianant",Motocicleta,"CBR 125",HONDA,Blau,A,3,"4584158,86","427439,06"
2013S006334,5,"Sarri…-Sant Gervasi",25,"Sant Gervasi - la Bonanova",302000,"Sant Gervasi","0037 0037",Divendres,Dv,Laboral,2013,9,Setembre,6,20,"No ‚s causa del  vianant",Motocicleta,"RV 125",SUZUKI,Blanc,B,10,"4584804,52","427818,35"
2013S000299,2,Eixample,7,"la Dreta de l'Eixample",335100,Tetuan,"0027 0028",Dilluns,Dl,Laboral,2013,1,Gener,14,15,"No ‚s causa del  vianant",Motocicleta,"Dylan 125",HONDA,Gris,B,10,"4583199,85","431155,06"
2013S005898,7,Horta-Guinard¢,37,"el Carmel",120603,Fastenrath,"0165 0165",Dimecres,Dc,Laboral,2013,8,Agost,14,15,"No ‚s causa del  vianant",Turismo,220,MERCEDES,Desconegut,B,48,"4586131,79","429150,94"
2013S005899,3,Sants-Montju‹c,12,"la Marina del Prat Vermell",701489,"Transversal 9","0030 0030",Dimecres,Dc,Laboral,2013,8,Agost,14,15,"No ‚s causa del  vianant","Otros veh¡c. a motor",Desconegut,Desconegut,Gris,B,2,"4575926,05","426285,53"
2013S005901,9,"Sant Andreu",57,"la Trinitat Vella",34400,B…rcino,0082I0082I,Dimecres,Dc,Laboral,2013,8,Agost,14,18,"No ‚s causa del  vianant","Cami¢n > 3,5 Tm",Desconegut,DAF-HERMANNS,Blanc,C,1,"4589299,82","432759,15"
2013S005903,2,Eixample,9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell",0075B0075B,Dimecres,Dc,Laboral,2013,8,Agost,14,21,"No ‚s causa del  vianant",Turismo,A3,AUDI,Blanc,B,37,"4581829,7","429606,49"
2013S006035,1,"Ciutat Vella",3,"la Barceloneta",197903,"Mar¡tim de la Barceloneta",0031B0031B,Dijous,Dj,Laboral,2013,8,Agost,22,14,"Creuar per fora pas de vianants",Autob£s,CITARO,MERCEDES,Vermell,D,10,"4581962,4","432819,33"
2013S006038,2,Eixample,6,"la Sagrada Fam¡lia",161407,Ind£stria,"0136 0136",Dijous,Dj,Laboral,2013,8,Agost,22,14,"No ‚s causa del  vianant",Turismo,200,ROVER,Altres,B,6,"4584634,18","430983,74"
2013S006172,8,"Nou Barris",53,"la Trinitat Nova",120807,FavŠncia,"0379 0379",Dissabte,Ds,Laboral,2013,8,Agost,31,21,"No ‚s causa del  vianant",Turismo,XSARA,CITROEN,Gris,B,48,"4588923,22","432154,47"
2013S006604,5,"Sarri…-Sant Gervasi",26,"Sant Gervasi - Galvany",70607,Casanova,"0250 0250",Dimecres,Dc,Laboral,2013,9,Setembre,18,17,"No ‚s causa del  vianant",Turismo,INSIGNIA,OPEL,Negre,B,26,"4583036,32","428845,42"
2013S006607,8,"Nou Barris",50,"les Roquetes",120807,FavŠncia,0288B0288B,Dimecres,Dc,Laboral,2013,9,Setembre,18,18,"No ‚s causa del  vianant",Turismo,X3,BMW,Negre,B,34,"4588730,56","431354,88"
2013S006733,5,"Sarri…-Sant Gervasi",24,"les Tres Torres",44709,Bonanova,"0043 0043",Dilluns,Dl,Laboral,2013,9,Setembre,23,12,"No ‚s causa del  vianant",Turismo,"XC 60",VOLVO,Blanc,B,19,"4584234,01","427365,07"
2013S006734,10,"Sant Mart¡",70,"el Bes•s i el Maresme",165408,"Jaume Fabre","0001 0001",Dilluns,Dl,Laboral,2013,9,Setembre,23,12,"No ‚s causa del  vianant",Motocicleta,"PS 125",HONDA,Gris,A,4,"4585174,61","434651,99"
2013S006735,10,"Sant Mart¡",64,"el Camp de l'Arpa del Clot",161407,Ind£stria,"0267 0269",Dilluns,Dl,Laboral,2013,9,Setembre,23,11,"No ‚s causa del  vianant",Turismo,328,BMW,Gris,B,24,"4585273,92","431584,88"
2013S006736,2,Eixample,5,"el Fort Pienc",325005,Sic¡lia,"0191 0191",Dilluns,Dl,Laboral,2013,9,Setembre,23,12,"No ‚s causa del  vianant",Turismo,SCENIC,RENAULT,Gris,B,50,"4583713,96","431144,73"
2013S006737,2,Eixample,7,"la Dreta de l'Eixample",148307,Gr…cia,"0101 0101",Dilluns,Dl,Laboral,2013,9,Setembre,23,13,"No ‚s causa del  vianant",Motocicleta,"SCARABEO 125",APRILIA,Negre,B,26,"4583227,16","429875,73"
2013S006737,2,Eixample,7,"la Dreta de l'Eixample",148307,Gr…cia,"0101 0101",Dilluns,Dl,Laboral,2013,9,Setembre,23,13,"No ‚s causa del  vianant",Motocicleta,"SH 150",HONDA,Negre,A,28,"4583227,16","429875,73"
2013S006071,7,Horta-Guinard¢,37,"el Carmel",325504,Sigenza,0074B0074B,Dissabte,Ds,Laboral,2013,8,Agost,24,15,"No ‚s causa del  vianant",Motocicleta,"SCOOPY 125",HONDA,Desconegut,B,6,"4586342,07","429328,43"
2013S000804,2,Eixample,7,"la Dreta de l'Eixample",289105,Rossell¢,"0262 0262",Divendres,Dv,Laboral,2013,2,Febrer,1,18,"No ‚s causa del  vianant",Furgoneta,TRANSIT,FORD,Blanc,B,36,"4583498,13","430203,44"
2013S000804,2,Eixample,7,"la Dreta de l'Eixample",289105,Rossell¢,"0262 0262",Divendres,Dv,Laboral,2013,2,Febrer,1,18,"No ‚s causa del  vianant",Motocicleta,SIXTEEN,SUZUKI,Blau,B,9,"4583498,13","430203,44"
2013S000430,2,Eixample,5,"el Fort Pienc",197302,Marina,"0178 0178",Dissabte,Ds,Laboral,2013,1,Gener,19,11,"No ‚s causa del  vianant",Motocicleta,"SUPER DINK 125",KYMCO,Gris,B,3,"4583592,71","431696,02"
2013S000431,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0521 0521",Dissabte,Ds,Laboral,2013,1,Gener,19,13,"No ‚s causa del  vianant",Turismo,ALMERA,NISSAN,Blau,B,18,"4581720,28","429697,48"
2013S006304,4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045",Dijous,Dj,Laboral,2013,9,Setembre,5,14,"No ‚s causa del  vianant",Taxi,PRIUS,TOYOTA,Altres,B,34,"4581781,49","427163,4"
2013S006306,7,Horta-Guinard¢,43,Horta,700651,"Estatut de Catalunya",0039X0039X,Dijous,Dj,Laboral,2013,9,Setembre,5,16,"No ‚s causa del  vianant",Turismo,CLK320,MERCEDES,Blau,B,47,"4587515,3","429311,71"
2013S006615,2,Eixample,6,"la Sagrada Fam¡lia",178308,Lepant,"0238 0242",Dimecres,Dc,Laboral,2013,9,Setembre,18,18,"No ‚s causa del  vianant",Motocicleta,"SUPER DINK 125",KYMCO,Negre,B,26,"4583977,61","431496,02"
2013S006616,3,Sants-Montju‹c,15,Hostafrancs,94809,"Creu Coberta","0143 0143",Dimecres,Dc,Laboral,2013,9,Setembre,18,20,"No ‚s causa del  vianant",Ciclomotor,VESPA,PIAGGIO,Negre,B,26,"4580968,63","428255,59"
2013S006741,4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0069 0069",Dilluns,Dl,Laboral,2013,9,Setembre,23,16,"No ‚s causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,A,4,"4582001,08","427112,9"
2013S006744,3,Sants-Montju‹c,14,"la Font de la Guatlla",169409,"Corts Catalanes","0218 0218",Dilluns,Dl,Laboral,2013,9,Setembre,23,19,"No ‚s causa del  vianant",Turismo,"MINI MAN",BMW,Vermell,B,24,"4580326,06","428347,56"
2013S006309,3,Sants-Montju‹c,18,Sants,312400,Sants,"0085 0087",Divendres,Dv,Laboral,2013,9,Setembre,6,2,"No ‚s causa del  vianant",Turismo,307,PEUGEOT,Negre,Desconegut,Desconegut,"4580981,81","427873,04"
2013S006310,10,"Sant Mart¡",64,"el Camp de l'Arpa del Clot",350308,ValŠncia,"0593 0593",Dijous,Dj,Laboral,2013,9,Setembre,5,8,"No ‚s causa del  vianant",Motocicleta,"LIBERTY 125",PIAGGIO,Desconegut,B,14,"4584712,64","431990,36"
2013S006447,10,"Sant Mart¡",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0286 0286",Dijous,Dj,Laboral,2013,9,Setembre,12,13,"No ‚s causa del  vianant",Furgoneta,CRAFTER,VOLKSWAGEN,Vermell,B,25,"4585191,06","431361,9"
2013S006453,10,"Sant Mart¡",72,"Sant Mart¡ de Proven‡als",153205,Guip£scoa,"0042 0042",Dijous,Dj,Laboral,2013,9,Setembre,12,13,"No ‚s causa del  vianant",Turismo,LEON,SEAT,Blau,B,17,"4585348,43","432876,41"
2013S000806,4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,Diagonal,"0641 0641",Divendres,Dv,Laboral,2013,2,Febrer,1,21,"No ‚s causa del  vianant",Turismo,VENGA,KIA,Blanc,B,16,"4582222,08","426591,17"
2013S000020,3,Sants-Montju‹c,12,"la Marina del Prat Vermell",701266,"Litoral (Llobregat)",1660000,Dimecres,Dc,Laboral,2013,1,Gener,2,9,"No ‚s causa del  vianant",Turismo,PASSAT,VOLKSWAGEN,Gris,B,47,"4577528,27","427563,78"
2013S000701,6,Gr…cia,28,"Vallcarca i els Penitents",158107,Vallcarca,"0174 0174",Dimarts,Dm,Laboral,2013,1,Gener,29,13,"No ‚s causa del  vianant",Taxi,JETTA,VOLKSWAGEN,Altres,BTP,5,"4585365,01","428466,64"
2013S000702,2,Eixample,7,"la Dreta de l'Eixample",148307,Gr…cia,"0068 0072",Dimarts,Dm,Laboral,2013,1,Gener,29,14,"No ‚s causa del  vianant",Motocicleta,"AGILITY 125",KYMCO,Blanc,B,5,"4582978,24","430188,51"
2013S000843,2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0753 0753",Dilluns,Dl,Laboral,2013,2,Febrer,4,9,"No ‚s causa del  vianant",Motocicleta,"SR 125",YAMAHA,Negre,B,3,"4583820,36","431828,84"
2013S000847,2,Eixample,6,"la Sagrada Fam¡lia",238400,Padilla,"0190 0190",Dilluns,Dl,Laboral,2013,2,Febrer,4,9,"No ‚s causa del  vianant",Furgoneta,KANGOO,RENAULT,Blanc,B,22,"4584012,23","431639,22"
2013S000848,9,"Sant Andreu",59,"el Bon Pastor",701357,Potos¡,"0006 0006",Dilluns,Dl,Laboral,2013,2,Febrer,4,9,"No ‚s causa del  vianant",Turismo,FR-V,HONDA,Gris,B,5,"4588406,8","433205,77"
2013S000851,2,Eixample,7,"la Dreta de l'Eixample",144601,Diagonal,"0353 0353",Dilluns,Dl,Laboral,2013,2,Febrer,4,9,"No ‚s causa del  vianant",Taxi,PRIUS,TOYOTA,Altres,BTP,22,"4583438,47","430276,09"
2013S000978,9,"Sant Andreu",60,"Sant Andreu",322007,Segre,"0019 0021",Divendres,Dv,Laboral,2013,2,Febrer,8,11,"No ‚s causa del  vianant","Cami¢n > 3,5 Tm","ATLEON 110",NISSAN,Blanc,C,34,"4587526,52","432596,63"
2013S006713,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0361 0361",Diumenge,Dg,Laboral,2013,9,Setembre,22,13,"No ‚s causa del  vianant",Turismo,Altea,SEAT,Negre,B,19,"4583478,86","430912,52"
2013S006714,9,"Sant Andreu",63,Navas,209900,Meridiana,"0212 0212",Diumenge,Dg,Laboral,2013,9,Setembre,22,14,"No ‚s causa del  vianant",Furgoneta,TRANSIT,FORD,Altres,BTP,10,"4585376,14","432167,92"
2013S006715,10,"Sant Mart¡",68,"el Poblenou",42306,Bilbao,"0125 0131",Diumenge,Dg,Laboral,2013,9,Setembre,22,13,"No ‚s causa del  vianant",Motocicleta,"AGILITY 125",KYMCO,Negre,B,31,"4584295,95","433194,6"
2013S006717,8,"Nou Barris",45,Porta,282650,"Rio de Janeiro","0001 0001",Diumenge,Dg,Laboral,2013,9,Setembre,22,14,"Desobeir el senyal del sem…for",Turismo,C5,CITROEN,Gris,B,48,4587072,"431778,92"
2013S006853,10,"Sant Mart¡",64,"el Camp de l'Arpa del Clot",161101,IndependŠncia,"0317 0317",Divendres,Dv,Laboral,2013,9,Setembre,27,19,"No ‚s causa del  vianant",Motocicleta,"SES 150",HONDA,Gris,A,23,"4584701,74","431679,84"
2013S000024,1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0045 0045",Dimecres,Dc,Laboral,2013,1,Gener,2,12,"No ‚s causa del  vianant","Cami¢n <= 3,5 Tm",Desconegut,MERCEDES,Blanc,C,5,"4581176,67","430896,48"
2013S000030,9,"Sant Andreu",62,"el Congr‚s i els Indians",121402,"Felip II",0175B0175B,Dimecres,Dc,Laboral,2013,1,Gener,2,16,"No ‚s causa del  vianant",Motocicleta,"SH 125",HONDA,Gris,B,33,"4586422,68","431667,37"
2013S000153,3,Sants-Montju‹c,13,"la Marina de Port",230601,"Mare de D‚u de Port",0148V0148V,Dimarts,Dm,Laboral,2013,1,Gener,8,14,"No ‚s causa del  vianant",Turismo,CORDOBA,SEAT,Blanc,B,4,"4579046,22","428472,03"
2013S000285,9,"Sant Andreu",60,"Sant Andreu",701334,"Fernando Pessoa",0050X0050X,Diumenge,Dg,Laboral,2013,1,Gener,13,17,"No ‚s causa del  vianant",Bicicleta,Desconegut,Desconegut,Beige,Desconegut,Desconegut,"4588404,88","432700,31"
2013S000287,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0202 0202",Diumenge,Dg,Laboral,2013,1,Gener,13,20,"No ‚s causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,B,5,"4582400,97","429101,84"
2013S005881,2,Eixample,7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9997 9997",Dimecres,Dc,Laboral,2013,8,Agost,14,1,"No ‚s causa del  vianant",Turismo,AYGO,TOYOTA,Blanc,B,13,"4582760,74","430794,78"
2013S005883,10,"Sant Mart¡",69,"Diagonal Mar i el Front Mar¡tim del Poblenou",701265,"Litoral (Bes•s)",590000,Dimecres,Dc,Laboral,2013,8,Agost,14,6,"No ‚s causa del  vianant",Motocicleta,"GSF 600 BANDIT",SUZUKI,Negre,A,6,"4584391,21","434814,7"
2013S006018,1,"Ciutat Vella",3,"la Barceloneta",700654,Litoral,"9992 9992",Dimecres,Dc,Laboral,2013,8,Agost,21,16,"No ‚s causa del  vianant",Ciclomotor,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582247,74","432855,83"
2013S006019,2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0794 0794",Dimecres,Dc,Laboral,2013,8,Agost,21,22,"No ‚s causa del  vianant",Motocicleta,"XLH 883","HARLEY DAVIDSON",Negre,A,2,"4583658,25","431752,28"
2013S006020,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0427 0429",Dimecres,Dc,Laboral,2013,8,Agost,21,23,"No ‚s causa del  vianant",Turismo,207,PEUGEOT,Gris,B,26,"4581292,31","429255,49"
2013S006025,10,"Sant Mart¡",68,"el Poblenou",701266,"Litoral (Llobregat)","2,30E+01",Dijous,Dj,Laboral,2013,8,Agost,22,9,"No ‚s causa del  vianant",Tractocami¢n,"R 164",SCANIA,Blanc,"E C",1,"4583157,32","433716,26"
